"","ensembl_transcript_id","external_gene_name","gene_biotype"
"289","ENSMUSG00000054364","Rhob","protein_coding"
"290","ENSMUSG00000002233","Rhoc","protein_coding"
"291","ENSMUSG00000041845","Rhod","protein_coding"
"292","ENSMUSG00000035133","Arhgap5","protein_coding"
"293","ENSMUSG00000031355","Arhgap6","protein_coding"
"294","ENSMUSG00000030220","Arhgdib","protein_coding"
"295","ENSMUSG00000001313","Rnd2","protein_coding"
"296","ENSMUSG00000007946","Phox2a","protein_coding"
"297","ENSMUSG00000047446","Arl4a","protein_coding"
"298","ENSMUSG00000015522","Arnt","protein_coding"
"299","ENSMUSG00000015709","Arnt2","protein_coding"
"300","ENSMUSG00000055116","Bmal1","protein_coding"
"301","ENSMUSG00000029622","Arpc1b","protein_coding"
"302","ENSMUSG00000030996","Art1","protein_coding"
"303","ENSMUSG00000092517","Art2a","protein_coding"
"304","ENSMUSG00000030651","Art2b","protein_coding"
"305","ENSMUSG00000070424","Art5","protein_coding"
"306","ENSMUSG00000028539","Artn","protein_coding"
"307","ENSMUSG00000118669","Arvcf","protein_coding"
"308","ENSMUSG00000035277","Arx","protein_coding"
"309","ENSMUSG00000042082","Arsb","protein_coding"
"310","ENSMUSG00000022620","Arsa","protein_coding"
"312","ENSMUSG00000031591","Asah1","protein_coding"
"313","ENSMUSG00000020884","Asgr1","protein_coding"
"314","ENSMUSG00000040963","Asgr2","protein_coding"
"315","ENSMUSG00000032202","Rab27a","protein_coding"
"319","ENSMUSG00000076441","Ass1","protein_coding"
"320","ENSMUSG00000026587","Astn1","protein_coding"
"322","ENSMUSG00000026715","Serpinc1","protein_coding"
"323","ENSMUSG00000038872","Zfhx3","protein_coding"
"324","ENSMUSG00000030850","Ate1","protein_coding"
"325","ENSMUSG00000023027","Atf1","protein_coding"
"326","ENSMUSG00000027104","Atf2","protein_coding"
"327","ENSMUSG00000026628","Atf3","protein_coding"
"328","ENSMUSG00000042406","Atf4","protein_coding"
"329","ENSMUSG00000034218","Atm","protein_coding"
"330","ENSMUSG00000073043","Atoh1","protein_coding"
"333","ENSMUSG00000027967","Neurog2","protein_coding"
"334","ENSMUSG00000044312","Neurog3","protein_coding"
"335","ENSMUSG00000018585","Atox1","protein_coding"
"336","ENSMUSG00000033161","Atp1a1","protein_coding"
"337","ENSMUSG00000026576","Atp1b1","protein_coding"
"338","ENSMUSG00000041329","Atp1b2","protein_coding"
"339","ENSMUSG00000032412","Atp1b3","protein_coding"
"340","ENSMUSG00000059412","Fxyd2","protein_coding"
"341","ENSMUSG00000030730","Atp2a1","protein_coding"
"342","ENSMUSG00000029467","Atp2a2","protein_coding"
"343","ENSMUSG00000030302","Atp2b2","protein_coding"
"344","ENSMUSG00000005553","Atp4a","protein_coding"
"346","ENSMUSG00000025428","Atp5f1a","protein_coding"
"347","ENSMUSG00000025393","Atp5f1b","protein_coding"
"348","ENSMUSG00000025781","Atp5f1c","protein_coding"
"349","ENSMUSG00000000563","Atp5pb","protein_coding"
"350","ENSMUSG00000006057","Atp5mc1","protein_coding"
"351","ENSMUSG00000022890","Atp5pf","protein_coding"
"352","ENSMUSG00000050856","Atp5me","protein_coding"
"353","ENSMUSG00000052459","Atp6v1a","protein_coding"
"354","ENSMUSG00000006273","Atp6v1b2","protein_coding"
"355","ENSMUSG00000013160","Atp6v0d1","protein_coding"
"356","ENSMUSG00000019210","Atp6v1e1","protein_coding"
"357","ENSMUSG00000015575","Atp6v0e","protein_coding"
"358","ENSMUSG00000019302","Atp6v0a1","protein_coding"
"359","ENSMUSG00000033792","Atp7a","protein_coding"
"360","ENSMUSG00000006567","Atp7b","protein_coding"
"361","ENSMUSG00000037685","Atp8a1","protein_coding"
"362","ENSMUSG00000027546","Atp9a","protein_coding"
"363","ENSMUSG00000025324","Atp10a","protein_coding"
"364","ENSMUSG00000054428","Atp5if1","protein_coding"
"365","ENSMUSG00000024121","Atp6v0c","protein_coding"
"366","ENSMUSG00000041313","Slc7a1","protein_coding"
"367","ENSMUSG00000031596","Slc7a2","protein_coding"
"368","ENSMUSG00000031297","Slc7a3","protein_coding"
"369","ENSMUSG00000027312","Atrn","protein_coding"
"370","ENSMUSG00000000568","Hnrnpd","protein_coding"
"371","ENSMUSG00000021460","Auh","protein_coding"
"372","ENSMUSG00000068328","Aup1","protein_coding"
"373","ENSMUSG00000052613","Pcdh15","protein_coding"
"374","ENSMUSG00000052131","Akr1b7","protein_coding"
"376","ENSMUSG00000031390","Avpr2","protein_coding"
"378","ENSMUSG00000024182","Axin1","protein_coding"
"379","ENSMUSG00000000142","Axin2","protein_coding"
"380","ENSMUSG00000037053","Azgp1","protein_coding"
"381","ENSMUSG00000039781","Cep131","protein_coding"
"382","ENSMUSG00000060802","B2m","protein_coding"
"384","ENSMUSG00000039653","Baat","protein_coding"
"385","ENSMUSG00000025612","Bach1","protein_coding"
"386","ENSMUSG00000040270","Bach2","protein_coding"
"387","ENSMUSG00000024959","Bad","protein_coding"
"389","ENSMUSG00000028416","Bag1","protein_coding"
"390","ENSMUSG00000057789","Bak1","protein_coding"
"391","ENSMUSG00000049691","Nkx3-2","protein_coding"
"392","ENSMUSG00000026196","Bard1","protein_coding"
"393","ENSMUSG00000021381","Barx1","protein_coding"
"394","ENSMUSG00000032033","Barx2","protein_coding"
"395","ENSMUSG00000003873","Bax","protein_coding"
"396","ENSMUSG00000000317","Bcl6b","protein_coding"
"398","ENSMUSG00000004892","Bcan","protein_coding"
"399","ENSMUSG00000020650","Bcap29","protein_coding"
"400","ENSMUSG00000004264","Phb2","protein_coding"
"401","ENSMUSG00000030268","Bcat1","protein_coding"
"402","ENSMUSG00000030826","Bcat2","protein_coding"
"403","ENSMUSG00000027792","Bche","protein_coding"
"404","ENSMUSG00000060376","Bckdha","protein_coding"
"405","ENSMUSG00000032263","Bckdhb","protein_coding"
"406","ENSMUSG00000030802","Bckdk","protein_coding"
"407","ENSMUSG00000028191","Bcl10","protein_coding"
"408","ENSMUSG00000057329","Bcl2","protein_coding"
"409","ENSMUSG00000102037","Bcl2a1a","protein_coding"
"410","ENSMUSG00000089929","Bcl2a1b","protein_coding"
"412","ENSMUSG00000099974","Bcl2a1d","protein_coding"
"413","ENSMUSG00000007659","Bcl2l1","protein_coding"
"414","ENSMUSG00000032191","Bcl2l10","protein_coding"
"415","ENSMUSG00000089682","Bcl2l2","protein_coding"
"416","ENSMUSG00000022194","Bcl2l2","protein_coding"
"417","ENSMUSG00000053175","Bcl3","protein_coding"
"418","ENSMUSG00000022508","Bcl6","protein_coding"
"419","ENSMUSG00000029681","Bcl7b","protein_coding"
"420","ENSMUSG00000030814","Bcl7c","protein_coding"
"421","ENSMUSG00000058831","Opn1sw","protein_coding"
"423","ENSMUSG00000041347","Bdkrb1","protein_coding"
"424","ENSMUSG00000021070","Bdkrb2","protein_coding"
"425","ENSMUSG00000048482","Bdnf","protein_coding"
"428","ENSMUSG00000032757","Bet1","protein_coding"
"429","ENSMUSG00000042750","Bex2","protein_coding"
"430","ENSMUSG00000046432","Bex3","protein_coding"
"431","ENSMUSG00000027420","Bfsp1","protein_coding"
"432","ENSMUSG00000045594","Glb1","protein_coding"
"433","ENSMUSG00000074489","Bglap3","protein_coding"
"436","ENSMUSG00000031375","Bgn","protein_coding"
"438","ENSMUSG00000074768","Bhmt","protein_coding"
"439","ENSMUSG00000003452","Bicd1","protein_coding"
"440","ENSMUSG00000004446","Bid","protein_coding"
"441","ENSMUSG00000046607","Hrk","protein_coding"
