"","ensembl_transcript_id","external_gene_name","gene_biotype"
"164701","ENSMUSG00000094870","Zfp131","protein_coding"
"16472","ENSMUSG00000020937","Plcd3","protein_coding"
"16473","ENSMUSG00000019838","Slc16a10","protein_coding"
"16474","ENSMUSG00000061887","Ssbp3","protein_coding"
"16475","ENSMUSG00000014353","Tmem87b","protein_coding"
"16476","ENSMUSG00000028383","Hsdl2","protein_coding"
"16477","ENSMUSG00000039485","Tspyl4","protein_coding"
"16479","ENSMUSG00000033701","Acbd6","protein_coding"
"16481","ENSMUSG00000022120","Obi1","protein_coding"
"16484","ENSMUSG00000085236","2610206C17Rik","protein_coding"
"16485","ENSMUSG00000089762","Ier5l","protein_coding"
"16486","ENSMUSG00000025200","Cwf19l1","protein_coding"
"16487","ENSMUSG00000010277","Bltp2","protein_coding"
"16488","ENSMUSG00000054321","Taf4b","protein_coding"
"164901","ENSMUSG00000037784","Dzip1l","protein_coding"
"16491","ENSMUSG00000020516","Rps6kb1","protein_coding"
"16493","ENSMUSG00000024349","Sting1","protein_coding"
"16494","ENSMUSG00000047632","Fgfbp3","protein_coding"
"16495","ENSMUSG00000041057","Wdr43","protein_coding"
"16496","ENSMUSG00000085936","2610307P16Rik","protein_coding"
"16497","ENSMUSG00000028221","Pip4p2","protein_coding"
"16498","ENSMUSG00000048997","Atxn7l2","protein_coding"
"16502","ENSMUSG00000035561","Aldh1b1","protein_coding"
"16503","ENSMUSG00000033450","Tagap","protein_coding"
"16506","ENSMUSG00000029500","Pgam5","protein_coding"
"16507","ENSMUSG00000038740","Mvb12b","protein_coding"
"16510","ENSMUSG00000033589","Reep4","protein_coding"
"16511","ENSMUSG00000034189","Hsdl1","protein_coding"
"16512","ENSMUSG00000063785","Utp14a","protein_coding"
"16513","ENSMUSG00000022494","Shisa9","protein_coding"
"16514","ENSMUSG00000078768","Zfp566","protein_coding"
"16515","ENSMUSG00000043943","Naalad2","protein_coding"
"16516","ENSMUSG00000021496","Pcbd2","protein_coding"
"16519","ENSMUSG00000034485","Uaca","protein_coding"
"16520","ENSMUSG00000037608","Bclaf1","protein_coding"
"16521","ENSMUSG00000058729","Lin9","protein_coding"
"16522","ENSMUSG00000063145","Bbs5","protein_coding"
"16523","ENSMUSG00000051934","Spats2","protein_coding"
"16525","ENSMUSG00000117042","2700054A10Rik","protein_coding"
"16526","ENSMUSG00000039531","Zup1","protein_coding"
"16527","ENSMUSG00000031095","Cul4b","protein_coding"
"16528","ENSMUSG00000026344","Lypd1","protein_coding"
"16529","ENSMUSG00000029647","Pan3","protein_coding"
"16531","ENSMUSG00000030718","Ppme1","protein_coding"
"16534","ENSMUSG00000022844","Pdia5","protein_coding"
"16536","ENSMUSG00000056158","Car10","protein_coding"
"16537","ENSMUSG00000056900","Usp13","protein_coding"
"16540","ENSMUSG00000007812","Zfp655","protein_coding"
"16541","ENSMUSG00000038005","Hpf1","protein_coding"
"16542","ENSMUSG00000000167","Pih1d2","protein_coding"
"16543","ENSMUSG00000022515","Anks3","protein_coding"
"16545","ENSMUSG00000015668","Pdzd11","protein_coding"
"16547","ENSMUSG00000085696","Hoxaas3","protein_coding"
"16548","ENSMUSG00000074793","Hspa12b","protein_coding"
"16549","ENSMUSG00000094500","Smim18","protein_coding"
"16551","ENSMUSG00000041912","Tdrkh","protein_coding"
"16552","ENSMUSG00000053091","Lins1","protein_coding"
"16554","ENSMUSG00000074480","Mex3a","protein_coding"
"16556","ENSMUSG00000085763","Smc2os","protein_coding"
"16557","ENSMUSG00000029782","Tmem209","protein_coding"
"16558","ENSMUSG00000047635","Mtrfr","protein_coding"
"16559","ENSMUSG00000019659","Ccdc12","protein_coding"
"16560","ENSMUSG00000097195","Snhg5","protein_coding"
"16561","ENSMUSG00000040738","Ints8","protein_coding"
"16562","ENSMUSG00000076437","Selenoh","protein_coding"
"16563","ENSMUSG00000062198","2700097O09Rik","protein_coding"
"16564","ENSMUSG00000052584","Serp2","protein_coding"
"16565","ENSMUSG00000033166","Dis3","protein_coding"
"16568","ENSMUSG00000044876","Zfp444","protein_coding"
"16569","ENSMUSG00000054074","Skida1","protein_coding"
"16570","ENSMUSG00000037735","2810032G03Rik","protein_coding"
"16571","ENSMUSG00000049164","Zfp518a","protein_coding"
"16572","ENSMUSG00000026457","Adipor1","protein_coding"
"16574","ENSMUSG00000028528","Dnajc6","protein_coding"
"16576","ENSMUSG00000050105","Fam110d","protein_coding"
"16577","ENSMUSG00000033033","Calhm2","protein_coding"
"16578","ENSMUSG00000024095","Hnrnpll","protein_coding"
"16579","ENSMUSG00000036699","Zcchc12","protein_coding"
"16583","ENSMUSG00000028358","Zfp618","protein_coding"
"16584","ENSMUSG00000022440","C1qtnf6","protein_coding"
"16587","ENSMUSG00000033544","Angptl1","protein_coding"
"16590","ENSMUSG00000030145","Zfp248","protein_coding"
"16591","ENSMUSG00000002017","Fam98a","protein_coding"
"16592","ENSMUSG00000059975","Zfp74","protein_coding"
"16593","ENSMUSG00000036430","Tbcc","protein_coding"
"16594","ENSMUSG00000071649","B3gat3","protein_coding"
"16595","ENSMUSG00000052298","Cdc42se2","protein_coding"
"16597","ENSMUSG00000087060","Eldr","protein_coding"
"16598","ENSMUSG00000021072","Tmx1","protein_coding"
"16599","ENSMUSG00000021327","Zkscan3","protein_coding"
"16600","ENSMUSG00000035762","Tmem161b","protein_coding"
"16601","ENSMUSG00000024424","Ttc39c","protein_coding"
"16602","ENSMUSG00000038422","Hdhd3","protein_coding"
"16603","ENSMUSG00000059323","Tonsl","protein_coding"
"16604","ENSMUSG00000041040","Fam117b","protein_coding"
"16605","ENSMUSG00000090260","2810442N19Rik","protein_coding"
"16606","ENSMUSG00000040964","Arhgef10l","protein_coding"
"16607","ENSMUSG00000039428","Tmem135","protein_coding"
"16610","ENSMUSG00000028999","Rint1","protein_coding"
"16612","ENSMUSG00000032298","Neil1","protein_coding"
"16613","ENSMUSG00000007570","Fance","protein_coding"
"16614","ENSMUSG00000027959","Sass6","protein_coding"
"16616","ENSMUSG00000038009","Dnajc22","protein_coding"
"16617","ENSMUSG00000019880","Rspo3","protein_coding"
"16621","ENSMUSG00000028614","Ndc1","protein_coding"
"16622","ENSMUSG00000027831","Veph1","protein_coding"
"16623","ENSMUSG00000026227","2810459M11Rik","protein_coding"
"16624","ENSMUSG00000042298","Ttc19","protein_coding"
"16627","ENSMUSG00000021271","Zfp839","protein_coding"
"16628","ENSMUSG00000078994","Zfp429","protein_coding"
"16630","ENSMUSG00000100876","2810454H06Rik","protein_coding"
"16633","ENSMUSG00000070304","Scn2b","protein_coding"
"16635","ENSMUSG00000052062","Pard3b","protein_coding"
"16637","ENSMUSG00000032583","Mon1a","protein_coding"
"16638","ENSMUSG00000037808","Fam76b","protein_coding"
"16639","ENSMUSG00000032020","Ubash3b","protein_coding"
"16640","ENSMUSG00000032480","Dhx30","protein_coding"
"16641","ENSMUSG00000042401","Crtac1","protein_coding"
"16642","ENSMUSG00000091475","Cerox1","protein_coding"
"16643","ENSMUSG00000024174","Pot1b","protein_coding"
"16646","ENSMUSG00000035529","Prdm4","protein_coding"
"16647","ENSMUSG00000033287","Kctd17","protein_coding"
"16649","ENSMUSG00000051098","Mblac2","protein_coding"
"16655","ENSMUSG00000051851","Rtl8c","protein_coding"
"16658","ENSMUSG00000057265","Bbof1","protein_coding"
"16662","ENSMUSG00000001844","Zdhhc4","protein_coding"
"16664","ENSMUSG00000003208","Yju2","protein_coding"
"16665","ENSMUSG00000031362","Xlr4c","protein_coding"
"16668","ENSMUSG00000034269","Setd5","protein_coding"
"16670","ENSMUSG00000029348","Asphd2","protein_coding"
"16671","ENSMUSG00000068205","Macrod2","protein_coding"
"16672","ENSMUSG00000024099","Ndufv2","protein_coding"
"16674","ENSMUSG00000054162","Spock3","protein_coding"
"16684","ENSMUSG00000036469","Marchf1","protein_coding"
"16685","ENSMUSG00000046240","Hepacam","protein_coding"
"16686","ENSMUSG00000024500","Ppp2r2b","protein_coding"
"16687","ENSMUSG00000044627","Swi5","protein_coding"
"16690","ENSMUSG00000021494","Ddx41","protein_coding"
"16691","ENSMUSG00000063172","Ift25","protein_coding"
"16696","ENSMUSG00000029028","Lrrc47","protein_coding"
"16697","ENSMUSG00000020359","Phykpl","protein_coding"
"16698","ENSMUSG00000021573","Tppp","protein_coding"
"16699","ENSMUSG00000026349","Ccnt2","protein_coding"
"16703","ENSMUSG00000090659","Zfp493","protein_coding"
"16704","ENSMUSG00000000934","Top1mt","protein_coding"
"16705","ENSMUSG00000070570","Slc17a7","protein_coding"
"16706","ENSMUSG00000022615","Tymp","protein_coding"
"16710","ENSMUSG00000058690","Ccser2","protein_coding"
"16711","ENSMUSG00000070336","Fbxo47","protein_coding"
"16714","ENSMUSG00000026514","Cnih3","protein_coding"
"16715","ENSMUSG00000030753","Thap12","protein_coding"
"16716","ENSMUSG00000024666","Tmem138","protein_coding"
"16721","ENSMUSG00000040760","Appl1","protein_coding"
"16723","ENSMUSG00000087403","Kantr","protein_coding"
"16724","ENSMUSG00000003721","Insig2","protein_coding"
"167291","ENSMUSG00000117797","2900057B20Rik","protein_coding"
"16730","ENSMUSG00000044067","Gpr22","protein_coding"
"16733","ENSMUSG00000040680","Kremen2","protein_coding"
"16737","ENSMUSG00000055943","Emc7","protein_coding"
"16740","ENSMUSG00000007944","Ttc9b","protein_coding"
"16744","ENSMUSG00000099696","2900052N01Rik","protein_coding"
"16747","ENSMUSG00000021102","Glrx5","protein_coding"
"16748","ENSMUSG00000051146","Camk2n2","protein_coding"
"167541","ENSMUSG00000079450","Cldn34c1","protein_coding"
"16755","ENSMUSG00000033819","Ppp1r16a","protein_coding"
"16758","ENSMUSG00000025521","Tmem192","protein_coding"
"16759","ENSMUSG00000039357","Fut11","protein_coding"
"16760","ENSMUSG00000064125","Prr36","protein_coding"
"16762","ENSMUSG00000078451","Ppil6","protein_coding"
"16764","ENSMUSG00000029017","Pmpcb","protein_coding"
"16770","ENSMUSG00000021180","Rps6ka5","protein_coding"
"16773","ENSMUSG00000114649","3110006O06Rik","protein_coding"
"16774","ENSMUSG00000028524","Sgip1","protein_coding"
"16775","ENSMUSG00000002346","Slc25a42","protein_coding"
"16780","ENSMUSG00000038267","Slc22a23","protein_coding"
"16781","ENSMUSG00000026388","3110009E18Rik","protein_coding"
"16783","ENSMUSG00000020323","Prss57","protein_coding"
"167852","ENSMUSG00000078453","Abracl","protein_coding"
"167861","ENSMUSG00000037962","Rflna","protein_coding"
"16787","ENSMUSG00000070939","Tgfbrap1","protein_coding"
"16789","ENSMUSG00000034109","Golim4","protein_coding"
"16794","ENSMUSG00000063406","Tmed5","protein_coding"
"167951","ENSMUSG00000071253","Slc25a16","protein_coding"
"16797","ENSMUSG00000024594","Prrc1","protein_coding"
"16798","ENSMUSG00000018509","Cenpv","protein_coding"
"16802","ENSMUSG00000074415","Mir100hg","protein_coding"
"16804","ENSMUSG00000043832","Clec4a3","protein_coding"
"16806","ENSMUSG00000037331","Larp1","protein_coding"
"16809","ENSMUSG00000041161","Otud3","protein_coding"
"16811","ENSMUSG00000024799","Tm7sf2","protein_coding"
"16812","ENSMUSG00000078954","Arhgap8","protein_coding"
"16815","ENSMUSG00000028629","Exo5","protein_coding"
"16816","ENSMUSG00000037892","Pcdh18","protein_coding"
"16817","ENSMUSG00000038517","Tbkbp1","protein_coding"
"16818","ENSMUSG00000114582","3110040M04Rik","protein_coding"
"16819","ENSMUSG00000029684","Wasl","protein_coding"
"16820","ENSMUSG00000023411","Nfatc4","protein_coding"
"16821","ENSMUSG00000028073","Pear1","protein_coding"
"16822","ENSMUSG00000085776","5430402O13Rik","protein_coding"
"16828","ENSMUSG00000034667","Xpot","protein_coding"
"16833","ENSMUSG00000028300","C9orf72","protein_coding"
"16835","ENSMUSG00000053553","3110082I17Rik","protein_coding"
"16837","ENSMUSG00000035206","Sppl2b","protein_coding"
"16840","ENSMUSG00000022434","Fam118a","protein_coding"
"16841","ENSMUSG00000035868","Zfp983","protein_coding"
"16842","ENSMUSG00000031963","Bmper","protein_coding"
"16843","ENSMUSG00000071267","Zfp942","protein_coding"
"16844","ENSMUSG00000026258","Snorc","protein_coding"
"16849","ENSMUSG00000024426","Atat1","protein_coding"
"16851","ENSMUSG00000029370","Rassf6","protein_coding"
"16852","ENSMUSG00000027569","Mrgbp","protein_coding"
"16855","ENSMUSG00000037111","Setd7","protein_coding"
"16857","ENSMUSG00000056531","Ccdc18","protein_coding"
"16861","ENSMUSG00000053194","Cib4","protein_coding"
"16863","ENSMUSG00000005983","1700037C18Rik","protein_coding"
"16869","ENSMUSG00000101009","1700108F19Rik","protein_coding"
"168701","ENSMUSG00000032745","Gpbp1","protein_coding"
"168721","ENSMUSG00000100315","1700031P21Rik","protein_coding"
"16878","ENSMUSG00000046818","Ddit4l","protein_coding"
"16880","ENSMUSG00000092239","1700031A10Rik","protein_coding"
"16881","ENSMUSG00000019945","Cabcoco1","protein_coding"
"16882","ENSMUSG00000001376","Vps50","protein_coding"
"16885","ENSMUSG00000020930","Ccdc103","protein_coding"
"16888","ENSMUSG00000021589","Rhobtb3","protein_coding"
"16889","ENSMUSG00000074619","Fundc2b","protein_coding"
"16892","ENSMUSG00000037101","Ttc29","protein_coding"
"16894","ENSMUSG00000086999","Bcas1os2","protein_coding"
"16902","ENSMUSG00000023151","Lrrc69","protein_coding"
"16904","ENSMUSG00000019732","Calr3","protein_coding"
"16906","ENSMUSG00000063447","Ube2d2b","protein_coding"
"16907","ENSMUSG00000086391","1700042O10Rik","protein_coding"
"16908","ENSMUSG00000092369","1700039E22Rik","protein_coding"
"16910","ENSMUSG00000020461","Clhc1","protein_coding"
"169111","ENSMUSG00000086796","4932702P03Rik","protein_coding"
"16912","ENSMUSG00000030008","Pradc1","protein_coding"
"16916","ENSMUSG00000028637","Ccdc30","protein_coding"
"16917","ENSMUSG00000069041","Slc25a31","protein_coding"
"16922","ENSMUSG00000074825","Itpripl1","protein_coding"
"16923","ENSMUSG00000099349","1700047G03Rik","protein_coding"
"16924","ENSMUSG00000022421","Nptxr","protein_coding"
"16925","ENSMUSG00000031133","Arhgef6","protein_coding"
"16926","ENSMUSG00000040163","1700034J05Rik","protein_coding"
"16929","ENSMUSG00000078492","1700045H11Rik","protein_coding"
"16939","ENSMUSG00000044854","1700056E22Rik","protein_coding"
"16944","ENSMUSG00000016356","Col20a1","protein_coding"
"16946","ENSMUSG00000027088","Phospho2","protein_coding"
"16947","ENSMUSG00000086007","1700057H21Rik","protein_coding"
"16951","ENSMUSG00000035107","Dcbld2","protein_coding"
"16953","ENSMUSG00000021966","Prss52","protein_coding"
"16954","ENSMUSG00000095595","Fam177a","protein_coding"
"16956","ENSMUSG00000002996","Hbp1","protein_coding"
"16957","ENSMUSG00000047669","Msl3l2","protein_coding"
"16965","ENSMUSG00000078957","1700060C20Rik","protein_coding"
"16967","ENSMUSG00000070997","1700055D18Rik","protein_coding"
"16969","ENSMUSG00000090206","Spmip8","protein_coding"
"16972","ENSMUSG00000096655","1700065D16Rik","protein_coding"
"16977","ENSMUSG00000061759","Armt1","protein_coding"
"16978","ENSMUSG00000031971","Ccsap","protein_coding"
"16980","ENSMUSG00000042320","Prox2","protein_coding"
"16983","ENSMUSG00000101634","1700066B17Rik","protein_coding"
"16986","ENSMUSG00000070709","Zfp974","protein_coding"
"16989","ENSMUSG00000026592","Tex35","protein_coding"
"16994","ENSMUSG00000025092","Hspa12a","protein_coding"
"16996","ENSMUSG00000031166","Wdr13","protein_coding"
"16997","ENSMUSG00000073598","Smim33","protein_coding"
"16999","ENSMUSG00000067430","Zfp763","protein_coding"
"17001","ENSMUSG00000046408","1700067K01Rik","protein_coding"
"17004","ENSMUSG00000064158","Izumo1","protein_coding"
"17006","ENSMUSG00000037263","Aldh3b3","protein_coding"
"17013","ENSMUSG00000038323","1700066M21Rik","protein_coding"
"17014","ENSMUSG00000035696","Rnf38","protein_coding"
"17017","ENSMUSG00000029155","Spata18","protein_coding"
"17018","ENSMUSG00000024384","Iws1","protein_coding"
"17023","ENSMUSG00000099872","1700074H08Rik","protein_coding"
"17027","ENSMUSG00000086376","1700071G01Rik","protein_coding"
"17032","ENSMUSG00000047022","Mipol1","protein_coding"
"17041","ENSMUSG00000090307","1700071M16Rik","protein_coding"
"17046","ENSMUSG00000097080","1700086O06Rik","protein_coding"
"17059","ENSMUSG00000060794","Tssk5","protein_coding"
"17068","ENSMUSG00000092499","1700092C10Rik","protein_coding"
"17074","ENSMUSG00000084804","1700095J12Rik","protein_coding"
"17076","ENSMUSG00000091243","Vgll3","protein_coding"
"17077","ENSMUSG00000101856","1700096K18Rik","protein_coding"
"17082","ENSMUSG00000071037","Camkmt","protein_coding"
"17083","ENSMUSG00000101051","1700100L14Rik","protein_coding"
"17086","ENSMUSG00000086128","St8sia3os","protein_coding"
"17095","ENSMUSG00000044320","1700001O22Rik","protein_coding"
"17097","ENSMUSG00000100599","1700120C14Rik","protein_coding"
"17098","ENSMUSG00000017720","Trp53tg5","protein_coding"
"17101","ENSMUSG00000001672","Marveld3","protein_coding"
"17102","ENSMUSG00000085197","1700125H03Rik","protein_coding"
"17103","ENSMUSG00000096795","Zfp433","protein_coding"
"17104","ENSMUSG00000091329","1700112D23Rik","protein_coding"
"17108","ENSMUSG00000037247","Pldi","protein_coding"
"17120","ENSMUSG00000097487","Ptges3l","protein_coding"
"171251","ENSMUSG00000113800","2210039B01Rik","protein_coding"
"17126","ENSMUSG00000031981","Capn9","protein_coding"
"17128","ENSMUSG00000027015","Cybrd1","protein_coding"
"17130","ENSMUSG00000087380","2210408F21Rik","protein_coding"
"17131","ENSMUSG00000079419","Ms4a6c","protein_coding"
"17132","ENSMUSG00000030741","Spns1","protein_coding"
"17133","ENSMUSG00000024842","Cabp4","protein_coding"
"17136","ENSMUSG00000025872","Thoc3","protein_coding"
"17137","ENSMUSG00000071398","2410004P03Rik","protein_coding"
"17138","ENSMUSG00000034848","Ttc21b","protein_coding"
"17140","ENSMUSG00000038045","Sult6b1","protein_coding"
"17141","ENSMUSG00000074269","Rec114","protein_coding"
"17142","ENSMUSG00000025995","Wdr75","protein_coding"
"17143","ENSMUSG00000036743","Psma8","protein_coding"
"17144","ENSMUSG00000039329","Tex19.1","protein_coding"
"17145","ENSMUSG00000028807","Zbtb8a","protein_coding"
"17146","ENSMUSG00000019792","Trmt11","protein_coding"
"17147","ENSMUSG00000047767","Atg16l2","protein_coding"
"17149","ENSMUSG00000057506","Bloc1s2","protein_coding"
"17150","ENSMUSG00000056888","Glipr1","protein_coding"
"17151","ENSMUSG00000039801","Cplane1","protein_coding"
"17153","ENSMUSG00000024082","Ndufaf7","protein_coding"
"17155","ENSMUSG00000032058","Ppp2r1b","protein_coding"
"17156","ENSMUSG00000072419","Dppa2","protein_coding"
"17157","ENSMUSG00000055523","Gucy2g","protein_coding"
"17160","ENSMUSG00000045136","Tubb2b","protein_coding"
"17161","ENSMUSG00000031813","Mvb12a","protein_coding"
"17162","ENSMUSG00000060962","Dmkn","protein_coding"
"17163","ENSMUSG00000043639","Rbm20","protein_coding"
"17165","ENSMUSG00000024846","Cst6","protein_coding"
"17166","ENSMUSG00000028441","Spmip6","protein_coding"
"17168","ENSMUSG00000028843","Sh3bgrl3","protein_coding"
"171691","ENSMUSG00000033429","Mcee","protein_coding"
"171711","ENSMUSG00000037126","Psd","protein_coding"
"17172","ENSMUSG00000099689","Zfp383","protein_coding"
"17174","ENSMUSG00000109564","Muc16","protein_coding"
"17175","ENSMUSG00000021243","Fcf1","protein_coding"
"17176","ENSMUSG00000039195","Bbln","protein_coding"
"17177","ENSMUSG00000031371","Haus7","protein_coding"
"17178","ENSMUSG00000022428","Cby1","protein_coding"
"17179","ENSMUSG00000032295","Man2c1","protein_coding"
"17180","ENSMUSG00000044991","Shld1","protein_coding"
"17182","ENSMUSG00000039137","Whrn","protein_coding"
"17183","ENSMUSG00000037214","Thap1","protein_coding"
"17191","ENSMUSG00000100281","4930422M22Rik","protein_coding"
"17212","ENSMUSG00000028678","Kif2c","protein_coding"
"17214","ENSMUSG00000086923","4930406D18Rik","protein_coding"
"17217","ENSMUSG00000025527","Satl1","protein_coding"
"17218","ENSMUSG00000110754","4930405J17Rik","protein_coding"
"17220","ENSMUSG00000054161","Fam83e","protein_coding"
"17223","ENSMUSG00000085528","4930401O10Rik","protein_coding"
"17228","ENSMUSG00000034854","Mfsd12","protein_coding"
"17230","ENSMUSG00000098234","Snhg6","protein_coding"
"17231","ENSMUSG00000034709","Ppp1r21","protein_coding"
"17232","ENSMUSG00000041815","Poldip3","protein_coding"
"17233","ENSMUSG00000047090","Tmem198b","protein_coding"
"17234","ENSMUSG00000021222","Dcaf4","protein_coding"
"17235","ENSMUSG00000053565","Eif3k","protein_coding"
"17236","ENSMUSG00000030590","Fam98c","protein_coding"
"17237","ENSMUSG00000021114","Atp6v1d","protein_coding"
"17238","ENSMUSG00000025489","Ifitm5","protein_coding"
"17239","ENSMUSG00000037089","Slc35b2","protein_coding"
"17241","ENSMUSG00000044835","Ankrd45","protein_coding"
"17242","ENSMUSG00000041343","Ankrd42","protein_coding"
"17244","ENSMUSG00000027459","Fam110a","protein_coding"
"17247","ENSMUSG00000025766","D3Ertd751e","protein_coding"
"17253","ENSMUSG00000020191","Spmip7","protein_coding"
"17254","ENSMUSG00000022993","Spmip11","protein_coding"
"17257","ENSMUSG00000112967","4930428E07Rik","protein_coding"
"17260","ENSMUSG00000108129","4930417O13Rik","protein_coding"
"17263","ENSMUSG00000049811","Fam161a","protein_coding"
"17264","ENSMUSG00000087625","4930419G24Rik","protein_coding"
"17270","ENSMUSG00000115709","4930431P22Rik","protein_coding"
"17271","ENSMUSG00000027520","Zdbf2","protein_coding"
"17276","ENSMUSG00000049526","Tmem202","protein_coding"
"17277","ENSMUSG00000118204","4930414N06Rik","protein_coding"
"17278","ENSMUSG00000075042","4930431P03Rik","protein_coding"
"17280","ENSMUSG00000097779","4833407H14Rik","protein_coding"
"17283","ENSMUSG00000097697","4833412C05Rik","protein_coding"
"17285","ENSMUSG00000086015","4833417C18Rik","protein_coding"
"17288","ENSMUSG00000039031","Arhgap18","protein_coding"
"17289","ENSMUSG00000020227","Irak3","protein_coding"
"17290","ENSMUSG00000117401","4833419F23Rik","protein_coding"
"17291","ENSMUSG00000032965","Ift57","protein_coding"
"17293","ENSMUSG00000030922","Lyrm1","protein_coding"
"17295","ENSMUSG00000087338","Scpep1os","protein_coding"
"17305","ENSMUSG00000021086","Ccdc175","protein_coding"
"17310","ENSMUSG00000034334","Fam151b","protein_coding"
"17312","ENSMUSG00000036990","Otud4","protein_coding"
"17315","ENSMUSG00000107956","Speer9-ps1","protein_coding"
"17322","ENSMUSG00000102699","4930433B08Rik","protein_coding"
"17326","ENSMUSG00000104870","4930448I18Rik","protein_coding"
"17334","ENSMUSG00000093472","4930438E09Rik","protein_coding"
"17341","ENSMUSG00000069873","4930438A08Rik","protein_coding"
"17343","ENSMUSG00000112654","4930455C13Rik","protein_coding"
"17344","ENSMUSG00000021066","Atl1","protein_coding"
"17348","ENSMUSG00000029804","Herc3","protein_coding"
"17349","ENSMUSG00000024347","Psd2","protein_coding"
"17350","ENSMUSG00000056856","Jakmip3","protein_coding"
"17352","ENSMUSG00000022789","Dnm1l","protein_coding"
"17353","ENSMUSG00000020042","Abtb3","protein_coding"
"17354","ENSMUSG00000020604","Arsg","protein_coding"
"17355","ENSMUSG00000023912","Slc25a27","protein_coding"
"17356","ENSMUSG00000036894","Rap2b","protein_coding"
"17357","ENSMUSG00000025978","Rftn2","protein_coding"
"17359","ENSMUSG00000070000","Fcho1","protein_coding"
"17360","ENSMUSG00000026873","Phf19","protein_coding"
"17361","ENSMUSG00000026024","Als2","protein_coding"
"17362","ENSMUSG00000034292","Traf3ip1","protein_coding"
"17363","ENSMUSG00000032564","Cpne4","protein_coding"
"17365","ENSMUSG00000022536","Glyr1","protein_coding"
"17366","ENSMUSG00000049353","Rd3","protein_coding"
"17367","ENSMUSG00000032558","Nphp3","protein_coding"
"17368","ENSMUSG00000052915","Msl1","protein_coding"
"17369","ENSMUSG00000001768","Rin2","protein_coding"
"17370","ENSMUSG00000034308","Sdr42e1","protein_coding"
"17371","ENSMUSG00000042579","4632404H12Rik","protein_coding"
"17372","ENSMUSG00000028948","Nol9","protein_coding"
"17374","ENSMUSG00000085208","Brip1os","protein_coding"
"17375","ENSMUSG00000058099","Nfam1","protein_coding"
"17376","ENSMUSG00000030641","Ddias","protein_coding"
"17378","ENSMUSG00000067825","Pex26","protein_coding"
"173791","ENSMUSG00000033222","Ttf2","protein_coding"
"17382","ENSMUSG00000020101","Vsir","protein_coding"
"17384","ENSMUSG00000015653","Steap2","protein_coding"
"17385","ENSMUSG00000032514","Ttc21a","protein_coding"
"17386","ENSMUSG00000034813","Grip1","protein_coding"
"17388","ENSMUSG00000024998","Plce1","protein_coding"
"17390","ENSMUSG00000097852","4933405D12Rik","protein_coding"
"17396","ENSMUSG00000010796","Asz1","protein_coding"
"17398","ENSMUSG00000054966","Lmntd1","protein_coding"
"17400","ENSMUSG00000025480","Syce1","protein_coding"
"17401","ENSMUSG00000097494","4933406C10Rik","protein_coding"
"17404","ENSMUSG00000032456","Nmnat3","protein_coding"
"17405","ENSMUSG00000033671","Cep350","protein_coding"
"17410","ENSMUSG00000041052","Slc7a13","protein_coding"
"17411","ENSMUSG00000055312","Them7","protein_coding"
"17412","ENSMUSG00000032278","Paqr5","protein_coding"
"17413","ENSMUSG00000042684","Npl","protein_coding"
"17414","ENSMUSG00000089900","Tbc1d22bos","protein_coding"
"17416","ENSMUSG00000012296","Tjap1","protein_coding"
"17418","ENSMUSG00000064267","Hvcn1","protein_coding"
"17419","ENSMUSG00000029715","Pop7","protein_coding"
"17420","ENSMUSG00000028608","Czib","protein_coding"
"17421","ENSMUSG00000032503","Arpp21","protein_coding"
"17422","ENSMUSG00000022664","Slc35a5","protein_coding"
"17423","ENSMUSG00000053702","Nebl","protein_coding"
"17424","ENSMUSG00000026198","Abcb6","protein_coding"
"17425","ENSMUSG00000030872","Gga2","protein_coding"
"17426","ENSMUSG00000026571","Dcaf6","protein_coding"
"17427","ENSMUSG00000024989","Cep55","protein_coding"
"17428","ENSMUSG00000022685","Parn","protein_coding"
"17429","ENSMUSG00000029594","Rbm19","protein_coding"
"17430","ENSMUSG00000025616","Usp16","protein_coding"
"17431","ENSMUSG00000003623","Crot","protein_coding"
"17432","ENSMUSG00000024011","Pi16","protein_coding"
"17433","ENSMUSG00000026341","Actr3","protein_coding"
"17435","ENSMUSG00000022529","Zfp263","protein_coding"
"17436","ENSMUSG00000027380","Acoxl","protein_coding"
"17437","ENSMUSG00000030095","Tmem43","protein_coding"
"17438","ENSMUSG00000023991","Foxp4","protein_coding"
"17439","ENSMUSG00000032468","Armc8","protein_coding"
"17440","ENSMUSG00000024807","Syvn1","protein_coding"
"17441","ENSMUSG00000037185","Krt80","protein_coding"
"17442","ENSMUSG00000042102","Dmgdh","protein_coding"
"17443","ENSMUSG00000031101","Sash3","protein_coding"
"17444","ENSMUSG00000029634","Rnf6","protein_coding"
"17445","ENSMUSG00000020495","Smg8","protein_coding"
"17446","ENSMUSG00000040703","Cyp2s1","protein_coding"
"17447","ENSMUSG00000020823","Sec14l1","protein_coding"
"17448","ENSMUSG00000009772","Nuak2","protein_coding"
"17449","ENSMUSG00000002320","Tm9sf1","protein_coding"
"17450","ENSMUSG00000041168","Lonp1","protein_coding"
"17451","ENSMUSG00000038084","Opa1","protein_coding"
"17452","ENSMUSG00000032125","Robo4","protein_coding"
"17453","ENSMUSG00000039109","F13a1","protein_coding"
"17454","ENSMUSG00000022853","Ehhadh","protein_coding"
